Country;Growth rate per annum 2016.1;Growth rate per annum 2005-15;Share 2016.2;Year;Coal Consumption (Mtoe)
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;2005;316.52690513
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;2006;4.9519
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;2006;7.40792490685
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;2006;7.71472246107
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;2006;9.5148
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;2006;0.155727524601
Turkey;0.103344489277;0.0460004512544;0.0102988220751;2006;26.168
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;2006;40.9323186714
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;2006;0.85121
China;-0.0163160516748;0.0374734655832;0.505774915218;2006;1454.71898013
Japan;-0.002306025827;0.0050145403181;0.0321379899979;2006;112.348449625
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;2006;2.24668589684
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;2006;3.97362774393
Mexico;-0.229082575174;0.010178880839;0.00262972107157;2007;11.314165974
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;2007;13.5745246382
Chile;0.122766024151;0.102452435823;0.00220625312068;2007;4.08611957719
Trinidad & Tobago;0.0;0;0.0;2007;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;2007;0.138701
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;2007;7.8638
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;2007;6.99510365912
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;2007;55.9475494411
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;2007;4.0024
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;2007;20.037
Turkey;0.103344489277;0.0460004512544;0.0102988220751;2007;29.464
Qatar;0.0;0;0.0;2007;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;2007;0.135569
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;2007;0.773784
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1993;18.354
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1993;3.568922
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1993;0.031488
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1993;7.275
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1993;1.2159596
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1993;0.02049
Taiwan;0.0166169161165;0.00692657047209;0.0103342616931;1993;14.927814
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1993;24.5284003388
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1965;4.35962628
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1965;6.03874076308
USSR;;;;1965;297.43665353
Kuwait;0.0;0;0.0;1965;0.0
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1965;1.379
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1965;0.044327
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1965;10.7982919985
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1965;886.482796413
France;-0.010844501586;-0.0460232119106;0.0022281666752;1966;38.3331115003
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1966;4.084
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1966;3.80586140371
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1966;0.0
China;-0.0163160516748;0.0374734655832;0.505774915218;1966;122.4
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1966;0.106
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;1966;0.065
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1966;536.512351556
Mexico;-0.229082575174;0.010178880839;0.00262972107157;1967;0.902789720073
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1967;6.714
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1967;0.601
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1967;9.12
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1967;2.111503
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1967;0.0
Qatar;0.0;0;0.0;1967;0.0
Algeria;0.0;-0.132124147807;3.86909377994e-05;1967;0.052
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;1967;25.048
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1967;12.6720729526
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1968;0.656726096491
Colombia;-0.139721787745;0.147885505613;0.00122847594321;1968;2.013
Ecuador;0.0;0;0.0;1968;0.0
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1968;7.35645361613
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1968;3.935
Malaysia;0.175684346605;0.0937524852433;0.00533192697912;1968;0.012
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1968;1.375
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1969;0.0775057131754
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1969;6.52246418338
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1969;0.474
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1969;19.7143403076
China;-0.0163160516748;0.0374734655832;0.505774915218;1969;130.405
Indonesia;0.222283462094;0.0769875959617;0.016800256446;1969;0.1
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1969;0.0195972
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1969;0.003
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1969;564.83974839
Mexico;-0.229082575174;0.010178880839;0.00262972107157;1970;1.07588134136
Colombia;-0.139721787745;0.147885505613;0.00122847594321;1970;2.243
France;-0.010844501586;-0.0460232119106;0.0022281666752;1970;34.6664755092
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;1970;149.097
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1970;2.15
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;1976;0.0
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1977;4.332419339
Chile;0.122766024151;0.102452435823;0.00220625312068;1977;0.915
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;1977;9.113952732
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1977;3.12386548199
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1977;9.585
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1977;0.363
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1977;9.99
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1977;1.287821
Kuwait;0.0;0;0.0;1977;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1977;0.643472
China;-0.0163160516748;0.0374734655832;0.505774915218;1977;257.57
India;0.0359940327055;0.0649945458839;0.110383033752;1977;52.480323944
Malaysia;0.175684346605;0.0937524852433;0.00533192697912;1977;0.011
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1977;0.557
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1981;16.2325783308
Indonesia;0.222283462094;0.0769875959617;0.016800256446;1981;0.27
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1981;65.26827
Trinidad & Tobago;0.0;0;0.0;1982;0.0
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;1982;3.58603229197
France;-0.010844501586;-0.0460232119106;0.0022281666752;1982;29.04
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1982;2.086
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1982;14.385
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1982;5.11130218783
Qatar;0.0;0;0.0;1982;0.0
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1982;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;1982;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1982;0.733171
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1982;28.9493169007
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1982;62.24827
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1982;0.906
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1982;0.001631
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1982;2.8
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1982;984.620307651
US;-0.0877264090609;-0.0375393468003;0.0960426032543;1983;400.533200923
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1983;0.766964473684
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1983;9.641
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1983;5.6604
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1983;4.882
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1983;7.956
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1983;5.27849431547
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1983;93.588
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1983;1.271152
Qatar;0.0;0;0.0;1983;0.0
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1983;0.0
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;2007;2.39140196626
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;2007;3.90247261342
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;2007;2.34788168646
Norway;-0.00086963598565;0.0126859125;0.000219928144361;2007;0.681268
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;2007;0.140050286909
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;2007;7.48048629025
India;0.0359940327055;0.0649945458839;0.110383033752;2007;240.121190639
Indonesia;0.222283462094;0.0769875959617;0.016800256446;2007;36.2218122
Singapore;-0.065387810146;0.473898039981;0.000102054436866;2007;0.0081
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;2007;328.356149935
Mexico;-0.229082575174;0.010178880839;0.00262972107157;2008;10.1070765023
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;2008;1.3919155
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;2008;2.44901293771
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;2008;7.5511
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;2008;4.09759539338
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;2008;2.27377910375
Norway;-0.00086963598565;0.0126859125;0.000219928144361;2008;0.7020752
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;2008;4.0105
India;0.0359940327055;0.0649945458839;0.110383033752;2015;396.550319216
Singapore;-0.065387810146;0.473898039981;0.000102054436866;2015;0.4064
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;2015;2811.97652009
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;2016;18.6769226883
Mexico;-0.229082575174;0.010178880839;0.00262972107157;2016;9.8141152141
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;2016;0.0676939043055
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;2016;5.7445606
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;2016;4.09811789433
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;2016;2.17596644121
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;2016;10.86957
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;2016;10.442
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;2016;10.9730114323
Iran;0.0425008436721;0.00500493953075;0.000458321737824;2016;1.710456
United Arab Emirates;0.0;0.241399267969;0.000339632824762;2016;1.26750914667
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;2016;0.476211707299
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;2016;2818.67429223
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1972;7.918
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1972;1.473743
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1972;0.317342
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1972;1.286
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;1972;0.089802
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1973;0.0617543105459
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1973;2.2509
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1973;11.9029331214
Qatar;0.0;0;0.0;1973;0.0
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;1973;31.3783504532
Indonesia;0.222283462094;0.0769875959617;0.016800256446;1973;0.067
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1974;2.009
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1974;1.799658
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1974;5.694
China;-0.0163160516748;0.0374734655832;0.505774915218;1974;202.8
Peru;0.0;-0.0127700470694;0.00021772585751;1975;0.167884780739
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1975;0.989004
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1975;0.412
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1975;9.721
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;1975;35.0825481226
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1975;23.4343651476
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1975;0.0494596
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1976;3.415855111
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1976;7.899
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1976;3.0970430878
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;1976;0.214961306965
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1976;24.2297219834
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1976;54.9261
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1976;0.0587916
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1976;0.003368
US;-0.0877264090609;-0.0375393468003;0.0960426032543;1977;350.831094175
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1977;0.256043
Czech Republic;0.0165334328673;-0.0197850728486;0.00452848523855;1977;39.514
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1977;3.2786
France;-0.010844501586;-0.0460232119106;0.0022281666752;1977;28.0847163205
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1977;3.15276583548
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1977;0.821624
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1977;90.62
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1977;6.897
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;1977;0.250788191459
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1977;73.005
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1977;0.0
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1977;3.52000923478
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1977;0.128951
Qatar;0.0;0;0.0;1972;0.0
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1972;18.5183359037
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1972;833.702930771
France;-0.010844501586;-0.0460232119106;0.0022281666752;1973;27.9485622199
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1973;0.938204
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1973;9.893
USSR;;;;1973;330.876696522
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1973;56.64845
France;-0.010844501586;-0.0460232119106;0.0022281666752;1974;28.2894774044
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1974;4.93
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1974;0.0
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;1974;0.009302
Algeria;0.0;-0.132124147807;3.86909377994e-05;1974;0.019
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1974;0.482643
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1974;0.007
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1974;1.49996226235
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1974;0.533
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;1974;441.439115452
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1975;3.20079517
Ecuador;0.0;0;0.0;1975;0.0
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;1975;3.64063246393
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1975;2.0514
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1987;106.1
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1987;16.182
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1987;18.074
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;1987;0.402933027611
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1987;0.93673
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1987;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;1987;0.0
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1987;1.704
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;1987;2.24542810459
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1987;32.6604554038
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1987;1105.19672106
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1987;1079.41690742
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;1987;335.983077769
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1988;1.03121333333
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1988;0.190079
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;1988;9.209673069
France;-0.010844501586;-0.0460232119106;0.0022281666752;1988;17.92
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1988;13.788
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1988;8.57
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1988;32.5604317191
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1988;0.865751
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1988;5.04082831638
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1988;35.5772905321
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1988;5.699
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1988;75.21684
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1988;0.013755
Taiwan;0.0166169161165;0.00692657047209;0.0103342616931;1988;10.262805
Ecuador;0.0;0;0.0;1989;0.0
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1989;0.383579966238
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;1989;3.71694372791
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;1989;141.023
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1989;7.947
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1989;14.386
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1989;8.19241425432
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1989;2.429
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1989;17.503
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1989;2.835154
Kuwait;0.0;0;0.0;1989;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;1989;0.0
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;1989;0.0
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1989;0.124952
China;-0.0163160516748;0.0374734655832;0.505774915218;1989;519.939966
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1989;6.106
India;0.0359940327055;0.0649945458839;0.110383033752;1989;101.456674967
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;1989;24.493
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1989;32.7362539952
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1990;0.354039954421
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1990;8.7166
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1990;8.74175981657
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1990;0.8114808
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1990;7.8237
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1990;2.9729
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1990;0.710333
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1990;38.206983854
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1990;5.492
India;0.0359940327055;0.0649945458839;0.110383033752;1990;109.718413102
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1990;2.223
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1990;1135.25284694
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;1991;26.2679373268
Mexico;-0.229082575174;0.010178880839;0.00262972107157;1991;3.26354256234
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;1991;10.0635
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1991;5.26034202732
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1991;13.8244
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1991;0.7222112
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1991;77.6919
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1991;10.2402
Kuwait;0.0;0;0.0;1991;0.0
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1991;38.9736791822
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1991;0.089966
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1991;1.1423486926
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;1991;276.807320683
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1992;0.00365
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1992;0.34667408134
Czech Republic;0.0165334328673;-0.0197850728486;0.00452848523855;1992;25.8234
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1992;4.78761822872
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1992;5.2347
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1992;2.5603
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1992;61.168
Kuwait;0.0;0;0.0;1992;0.0
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1992;5.86837983462
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1992;39.2053597019
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1992;0.084468
China;-0.0163160516748;0.0374734655832;0.505774915218;1992;578.804562
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1992;1.196829
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;1992;23.618
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1992;2.153
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1992;26.8188024453
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1993;0.76875
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;1993;3.00594726283
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1993;5.4752794497
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1993;8.1659
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1993;4.8623
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1993;2.7248
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1993;15.796
USSR;;;;1993;0.0
Qatar;0.0;0;0.0;1993;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1993;0.964086
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1993;39.4573421229
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1993;2.208
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;1993;380.583374467
Colombia;-0.139721787745;0.147885505613;0.00122847594321;2012;4.6071921755
Peru;0.0;-0.0127700470694;0.00021772585751;2012;0.872910098405
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;2012;8.1357
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;2012;2.5966
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;2012;2.26390396378
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;2012;3.4757
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;2012;0.125871787523
USSR;;;;2012;0.0
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;2012;22.8951618222
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;2012;0.390526
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;2012;88.3391147251
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;2012;7.29120091717
Philippines;0.159749946241;0.0972792308786;0.00361778982915;2012;8.09
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;2012;15.04384
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;2012;294.296643548
Ecuador;0.0;0;0.0;2013;0.0
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;2013;2.85429378129
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;2013;2.658918
USSR;;;;2013;0.0
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;2013;23.8136145363
Qatar;0.0;0;0.0;2013;0.0
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;2013;43.0002494479
Malaysia;0.175684346605;0.0937524852433;0.00533192697912;2013;15.067
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;2013;81.915
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;2013;287.95184831
US;-0.0877264090609;-0.0375393468003;0.0960426032543;2014;453.532697404
Mexico;-0.229082575174;0.010178880839;0.00262972107157;2014;12.7204514426
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;2014;1.489
Ecuador;0.0;0;0.0;2014;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;2014;0.197102
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;2014;3.3327
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;2014;0.14091907901
Iran;0.0425008436721;0.00500493953075;0.000458321737824;2014;1.624863
Kuwait;0.0;0;0.0;2014;0.0
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;2014;0.141105135088
Algeria;0.0;-0.132124147807;3.86909377994e-05;2014;0.179
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;2014;89.8393669709
India;0.0359940327055;0.0649945458839;0.110383033752;2014;387.544294117
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;2014;17.9293645126
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;2014;1040.88453765
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;2014;167.771936788
Chile;0.122766024151;0.102452435823;0.00220625312068;2015;7.3134
Colombia;-0.139721787745;0.147885505613;0.00122847594321;2015;5.31472699875
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;2015;3.20274639107
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;2015;3.78582688449
France;-0.010844501586;-0.0460232119106;0.0022281666752;2015;8.383712335
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;2015;78.4711235311
